#{"t_start": 1781727376.9474878, "env_id": "EPuckLidarParkingEnv-v0"}
r,l,t
109.401757,75,5895.410923
103.912266,98,5897.862948
101.846074,87,5900.46649
104.471544,71,5902.306835
109.541383,87,5904.801677
103.102668,81,5906.812895
103.2791,86,5909.069659
110.041658,76,5911.097286
102.63845,79,5913.262028
101.910272,85,5915.54699
110.19424,88,5917.789986
108.206068,81,5919.909974
104.77397,74,5921.872377
103.725296,79,5923.937812
-97.434279,27,5924.658787
103.527567,86,5927.290601
103.631484,77,5929.230259
102.915339,97,5931.736151
102.418006,87,5933.984811
101.964985,93,5936.332786
102.363482,69,5938.136399
107.192404,95,5940.611027
105.809889,91,5942.944856
110.1804,72,5944.792285
106.752724,89,5947.035501
102.529514,86,5949.272441
104.085016,86,5951.48281
102.283866,101,5954.677257
102.280528,76,5956.541212
106.808415,84,5958.571481
103.337786,79,5960.654963
102.269095,76,5962.627273
101.464705,73,5964.41667
113.843013,97,5966.9489
109.894051,90,5969.2222
101.810235,94,5971.596187
100.604646,81,5973.643783
104.845225,74,5975.537949
104.798791,92,5977.900015
104.457544,80,5980.469858
108.459141,88,5982.69672
103.138066,83,5984.856828
102.717606,78,5986.893403
102.573957,71,5988.716624
103.017119,92,5991.111532
100.937569,88,5993.400457
103.028067,80,5995.384519
100.978265,87,5997.501189
101.081549,82,5999.506451
102.22693,71,6001.35457
103.870245,95,6003.844525
102.602914,73,6005.659042
105.288163,82,6008.173532
102.449866,80,6010.140007
100.982713,83,6012.231962
-97.623066,85,6014.429479
102.821533,77,6016.355039
105.443227,80,6018.314082
104.933384,72,6020.054669
102.495363,88,6022.309198
103.863786,91,6026.269991
104.776496,70,6028.056361
111.811396,91,6030.288527
108.888332,76,6032.119712
104.656022,78,6034.107321
100.626037,84,6036.281618
101.015605,97,6038.704717
103.841617,72,6040.773388
103.698886,76,6042.609112
103.212417,82,6045.164461
104.030161,96,6047.469125
105.330892,97,6049.941183
-99.233589,84,6052.090724
102.742588,88,6054.357377
102.343619,76,6056.332358
107.36503,84,6058.518164
105.430334,92,6060.782989
103.762461,89,6063.015512
103.663283,83,6065.197057
101.371144,84,6067.311119
102.834386,97,6070.364387
101.319677,92,6072.663284
105.599035,85,6074.748646
106.359349,81,6076.864401
106.49736,89,6079.098925
102.230251,97,6081.463948
102.894404,88,6083.607332
106.104621,85,6085.661542
104.808776,78,6087.553365
106.841971,93,6089.812279
104.128913,92,6092.091755
106.471274,92,6094.315222
103.242314,101,6097.276802
102.798182,84,6099.374086
104.16312,74,6101.199242
109.304788,69,6102.9484
103.240305,90,6105.521053
104.242293,97,6108.097061
103.146267,89,6110.557218
104.400999,86,6112.983048
105.777506,92,6115.833909
103.155182,96,6118.556129
104.826664,92,6120.983279
104.394401,83,6123.302691
108.194854,94,6126.623257
99.724091,88,6128.966794
109.953048,92,6131.320555
105.881782,78,6133.309936
-97.925515,91,6135.573264
101.80737,75,6137.510429
106.409352,93,6140.127415
103.443221,87,6142.527934
106.865467,92,6145.038701
107.615744,82,6147.215314
101.699033,87,6149.592164
102.283105,74,6151.516351
101.951987,72,6154.035352
110.803492,77,6156.052226
101.928142,92,6158.598096
106.151272,86,6160.790294
99.999688,79,6162.974939
104.244048,75,6165.063528
105.159775,74,6168.931134
101.934099,75,6170.790104
-102.058575,87,6173.129199
102.882318,77,6175.159925
102.483558,84,6177.409631
100.229733,79,6179.427424
100.903909,92,6181.950131
103.547881,94,6184.503894
110.336712,83,6186.612733
107.265834,82,6188.931905
105.109921,88,6192.114045
100.478601,73,6193.982915
106.404926,94,6196.366187
102.823765,92,6198.821203
103.207977,85,6201.298199
102.652397,75,6203.292377
104.742008,83,6205.447877
101.838,94,6207.860452
104.235754,88,6210.134309
97.504125,91,6212.444258
100.28319,88,6214.966571
105.16521,77,6217.02993
106.152639,77,6219.52751
104.963131,78,6221.590814
107.013054,86,6224.002002
104.479032,79,6226.167939
103.239311,85,6228.363019
104.25501,95,6230.937107
106.36364,90,6233.298965
101.906271,100,6236.075079
106.126058,82,6238.177224
103.127596,100,6240.917057
100.924687,78,6242.990766
102.058939,79,6245.072122
102.563905,85,6247.993563
103.251247,81,6250.119462
101.595549,93,6252.756389
99.566814,83,6255.10301
100.194753,74,6256.986785
100.996947,80,6259.050652
101.87913,76,6261.173167
106.200093,81,6263.358294
102.282982,78,6265.359272
105.518098,97,6267.914293
113.254791,89,6270.176436
-98.514079,80,6272.405484
103.917976,76,6274.999615
102.877669,72,6276.95796
104.273044,72,6278.896277
101.713956,92,6281.436949
105.942317,80,6283.598598
102.371702,84,6285.880404
105.810936,77,6288.045557
101.895643,87,6290.435069
109.430773,87,6292.770333
102.056424,93,6295.292014
111.314057,91,6297.855005
103.629747,83,6300.221153
108.708697,77,6302.403817
102.232612,85,6305.316771
101.441138,95,6307.947859
104.355478,73,6309.932035
104.708382,77,6311.830096
102.520426,92,6314.12841
101.200955,76,6316.726283
111.38252,85,6319.024565
101.942321,81,6321.18477
110.902759,79,6323.272377
-99.358576,23,6323.932176
101.500512,99,6326.510844
103.612227,87,6328.690704
101.996008,90,6331.02369
102.787529,73,6333.045786
112.216414,87,6335.439838
102.198239,85,6337.849946
101.377656,99,6341.352247
100.924354,84,6343.511672
105.053317,77,6345.8285
102.41652,83,6347.984592
102.914967,90,6350.383681
108.038434,94,6352.87292
103.804584,94,6355.267422
103.098848,91,6357.612046
101.90736,85,6359.739478
104.254427,95,6362.187964
103.732684,88,6364.610157
102.849441,91,6367.050494
102.446009,89,6369.854906
102.763077,83,6371.936577
103.895121,77,6373.973459
112.217227,94,6376.53912
102.158148,83,6378.754643
108.797923,77,6380.935733
105.818052,89,6383.287201
103.836316,77,6385.356633
104.885945,90,6387.67694
106.683786,104,6390.469708
103.509877,90,6392.795811
102.711206,75,6394.758233
102.437601,75,6397.21444
102.106734,76,6399.172893
105.350381,81,6401.23491
104.784361,79,6403.222827
110.961315,81,6405.378474
103.239149,88,6407.684163
97.28838,96,6410.365776
107.872812,87,6412.820748
108.046397,78,6414.878453
108.546543,69,6416.788248
103.307831,71,6418.616182
108.682195,81,6420.813136
103.77161,72,6422.677174
103.290113,86,6425.536165
105.081897,88,6427.804525
102.110091,71,6429.566209
103.7388,90,6431.8885
102.35303,96,6434.432647
102.651419,78,6436.426445
109.240404,94,6438.797654
103.815121,73,6440.76939
104.451808,78,6442.930607
103.652435,70,6444.716553
104.735891,91,6447.035031
106.381687,77,6448.99283
102.389032,81,6451.59945
103.20261,90,6453.955578
103.367867,74,6455.945544
105.212659,70,6457.776032
105.894387,89,6460.927768
106.02745,76,6462.852216
101.35391,86,6465.020533
101.781112,94,6467.336873
104.005094,81,6469.518682
104.91197,93,6471.904273
103.838075,79,6473.874381
107.769276,94,6476.652251
106.289561,92,6478.995353
108.703126,76,6480.929883
103.734792,95,6483.40447
104.337249,82,6485.509985
103.645739,89,6487.821772
106.936543,89,6490.709418
102.743196,79,6492.904804
104.919347,95,6495.428819
103.512942,84,6497.59201
104.34758,98,6500.21479
100.634734,73,6502.110827
106.649824,77,6504.235591
106.953293,71,6506.32751
103.561481,80,6508.380394
103.693681,96,6511.037317
106.215405,94,6513.731927
101.164308,84,6515.944834
107.311314,84,6518.626057
106.684967,99,6521.170572
103.856411,83,6523.292392
104.681156,71,6525.177897
102.466721,87,6527.397431
109.639958,85,6529.573997
102.682175,104,6532.293343
103.549762,91,6534.582275
103.556422,84,6536.753368
112.717398,91,6539.269135
103.69684,94,6541.647612
107.410558,86,6544.357163
103.521569,69,6546.097858
102.921475,85,6548.524709
104.252239,87,6550.871786
101.497337,83,6553.167898
106.414366,69,6555.062666
104.249219,89,6557.510215
106.550247,75,6559.550577
103.636473,102,6562.204654
103.093196,83,6564.504473
105.829261,84,6566.784024
109.020637,74,6568.824333
106.507205,87,6571.130449
109.285589,78,6573.715984
102.81511,86,6576.037906
107.289968,101,6578.763079
100.722189,75,6580.806062
110.20335,86,6583.04636
106.939989,76,6585.103014
104.175692,78,6587.260599
104.823338,89,6589.70471
104.399557,87,6592.144024
103.142974,80,6594.358027
103.680479,96,6597.045587
101.682998,71,6599.017231
103.735353,77,6601.614259
100.743871,86,6604.009471
101.452777,72,6607.62689
103.821811,79,6609.682652
107.33222,72,6611.64144
105.19712,91,6614.166892
106.970118,87,6616.527909
101.386786,100,6619.317945
102.85382,101,6622.13645
102.051516,78,6624.653616
104.671974,73,6626.719537
103.161815,92,6629.32441
102.043209,97,6632.021849
101.9919,82,6634.355364
101.458288,97,6637.03624
104.955317,86,6639.427322
101.804955,81,6642.077209
103.737572,82,6644.280888
105.620918,77,6646.280526
110.017117,91,6648.8316
104.260726,80,6651.138736
108.792862,88,6653.627804
102.183759,82,6655.943004
102.106536,75,6657.799873
102.560752,85,6660.05178
101.923465,101,6662.821748
103.569299,90,6665.132835
103.409512,96,6667.57459
102.705148,74,6669.933257
102.980869,92,6672.290443
102.638959,78,6674.268264
103.277722,89,6676.524759
103.177649,72,6678.346277
102.446794,89,6680.565275
102.790004,97,6683.046643
108.469834,86,6685.451502
105.186487,70,6687.444279
101.781576,86,6689.64144
105.71362,82,6691.698164
102.415664,91,6694.228376
106.799414,94,6697.378412
102.927407,87,6699.826455
107.518832,85,6702.164284
103.832944,74,6704.05007
106.014192,83,6706.303917
109.419562,85,6708.695905
96.914329,86,6710.985096
104.497691,95,6713.66127
104.908483,84,6715.811981
102.125037,80,6717.838647
105.221695,86,6720.167073
102.218537,85,6722.355993
102.154774,97,6725.354798
102.109733,93,6727.799822
102.41621,91,6730.309751
104.028123,94,6732.879346
108.159457,84,6735.213662
102.103099,90,6737.601714
102.06725,96,6740.288617
103.71862,85,6742.54696
109.54909,76,6744.525416
103.262892,80,6746.797182
107.003083,74,6748.775195
102.631792,74,6750.791963
109.248991,90,6753.817063
105.006921,76,6756.047827
103.783704,68,6757.850682
103.003116,89,6760.092902
103.069047,87,6762.261996
107.683878,98,6764.917225
100.384387,94,6767.56766
102.732709,97,6770.298143
102.972416,88,6772.707145
101.791009,83,6775.20575
102.148584,80,6777.411321
-97.724898,27,6778.167557
107.57341,91,6780.651421
102.185755,89,6782.930605
109.78741,85,6785.127049
110.512341,84,6787.381316
106.58707,100,6790.324059
102.127098,78,6793.018659
102.812281,93,6795.516322
102.804494,96,6798.198386
104.409996,72,6800.198451
105.37255,73,6802.100846
105.264559,85,6804.258794
103.702021,75,6806.235979
105.419148,90,6808.645082
101.013319,95,6811.279494
106.277934,104,6814.032519
102.754918,98,6816.722379
108.39354,90,6818.997235
108.547804,96,6822.128542
102.040757,78,6824.189387
102.49338,84,6826.545766
102.96562,102,6829.367541
102.517116,88,6831.814183
111.619502,95,6834.400831
99.607054,83,6836.713004
109.035402,99,6839.458821
105.289226,76,6841.469674
102.774368,82,6843.707512
108.246334,79,6845.916151
104.231825,93,6848.807723
106.107141,87,6851.168412
112.484079,91,6853.704426
106.786543,68,6855.602283
109.911613,77,6857.732642
106.372455,77,6859.869887
102.200208,97,6862.545863
109.116842,76,6864.683747
106.268125,85,6866.963504
103.511574,90,6869.496442
102.286595,91,6872.009298
105.048697,79,6874.238991
102.704593,92,6877.235888
104.772492,89,6879.759822
103.008042,85,6882.143732
100.41398,94,6884.784786
105.323704,90,6887.130565
106.078049,81,6889.385556
106.017968,75,6891.50526
101.506863,96,6894.218879
102.24919,89,6896.585559
105.319219,74,6898.626587
110.514077,95,6901.157833
103.04491,92,6903.703375
110.288831,78,6906.069381
108.965228,76,6908.087783
103.111093,83,6910.156926
106.584902,88,6912.459277
101.326929,73,6914.385255
106.896571,75,6916.834394
102.165329,90,6919.137651
102.645817,79,6921.2073
103.282686,80,6923.263455
105.093733,82,6925.894045
101.190125,96,6928.542082
107.252405,94,6931.156219
111.142311,82,6933.443027
104.355742,82,6935.713351
108.384396,74,6937.757487
111.362069,83,6940.000884
101.698761,71,6941.985738
101.460801,102,6945.328026
101.865104,89,6947.692942
102.043976,79,6949.869245
104.602136,86,6952.299825
100.827219,91,6954.67336
105.322597,92,6957.331251
104.357849,82,6959.606859
100.086543,91,6962.030226
104.659678,84,6964.378733
101.755181,89,6966.693672
104.392876,92,6969.079184
102.216333,87,6971.491093
110.484214,83,6974.214166
102.005842,97,6976.756735
107.433814,95,6979.404932
102.560932,80,6981.64093
102.311183,91,6984.146813
103.850339,92,6986.676915
102.593802,87,6989.080545
102.479084,75,6991.199584
103.415267,83,6993.430768
109.61263,97,6996.108082
103.038371,100,6998.811867
99.314173,88,7001.718932
101.948139,80,7004.157813
104.249114,89,7006.57519
103.830754,84,7008.737685
102.906253,88,7011.041597
102.586269,83,7013.183352
105.879689,69,7014.996403
103.222252,92,7017.305254
106.850398,87,7019.469751
103.592098,78,7021.52862
101.865115,80,7023.591676
105.552592,79,7025.550003
103.296809,82,7027.500669
101.702997,72,7029.790551
109.456981,70,7031.473358
104.569255,85,7033.495683
108.57751,73,7035.262996
111.010679,85,7037.331542
103.151207,91,7039.646616
103.092084,97,7042.050665
109.857523,72,7043.865516
105.096732,83,7046.114667
102.929627,72,7047.884216
108.865762,83,7049.921355
110.904056,82,7052.155667
-96.690489,85,7054.40774
105.44511,77,7056.392827
103.985288,90,7058.712236
106.044318,95,7061.061844
102.303736,86,7063.31307
107.44466,83,7065.930034
101.41078,72,7067.734694
101.250803,97,7070.259454
103.405532,89,7072.569499
100.885451,75,7074.911628
106.348079,83,7077.132156
111.186745,96,7079.59989
102.1693,82,7081.74243
102.794307,87,7083.976392
107.624853,90,7086.215434
102.700041,81,7088.266218
102.110095,81,7090.394676
102.741028,101,7093.527136
99.780224,81,7095.549335
102.55699,85,7097.800906
102.517764,101,7100.437659
106.9155,83,7102.564612
100.691853,78,7104.579
104.512447,91,7106.967844
103.836407,86,7109.189109
108.949088,94,7111.593742
104.71483,91,7113.77965
105.177128,90,7116.1367
109.294305,82,7118.083657
102.015722,74,7120.460013
102.061131,87,7122.641107
102.73023,87,7124.743153
99.87669,82,7126.851255
106.753688,91,7129.180862
103.487042,70,7130.851815
101.883159,72,7132.648713
106.447726,68,7134.47043
102.445572,78,7136.580085
103.037856,78,7138.592151
101.335698,86,7140.734823
103.800632,93,7143.08405
103.849723,83,7145.557986
102.602199,76,7148.383214
105.89965,89,7150.63272
102.751611,98,7152.996312
102.38241,87,7155.329634
102.488381,74,7157.086244
102.484553,83,7159.083434
103.631813,92,7161.331748
99.724919,101,7164.035979
104.501399,101,7166.635291
103.198709,91,7169.01324
102.214338,71,7170.928582
109.558717,81,7173.435241
103.346088,91,7175.664679
103.16038,75,7177.560359
111.298257,86,7179.712179
104.023614,97,7182.200063
101.825138,73,7183.993466
107.932537,81,7186.084686
103.116993,75,7187.866379
108.790933,95,7190.382354
106.365065,80,7194.120139
109.746942,69,7195.81026
102.952005,74,7197.754564
105.046841,78,7199.719097
103.114569,86,7201.733432
102.776423,71,7203.577005
105.30887,99,7206.213192
102.956461,92,7208.572111
110.957294,91,7211.567605
102.198972,89,7213.865382
106.327862,81,7215.90311
102.616901,90,7218.090564
102.51864,93,7220.345994
104.688482,89,7222.501177
106.393686,80,7224.494742
99.789838,77,7226.35243
109.438412,84,7228.462113
-90.825102,82,7230.579651
102.489304,84,7232.749121
101.72956,97,7235.213868
110.81556,87,7237.970598
102.399498,91,7240.420579
106.163538,83,7242.572495
101.183383,77,7244.616554
101.970784,88,7246.904945
106.231635,89,7249.129623
101.684336,87,7251.288559
103.575419,97,7253.927771
106.788309,71,7255.788001
101.796764,74,7257.75486
102.608946,72,7259.614212
108.111204,96,7261.994859
107.974738,95,7264.931402
105.010469,94,7267.261281
105.978378,92,7269.695029
104.773261,94,7272.210796
105.702507,93,7274.59604
103.825251,90,7276.904426
109.740463,73,7278.794427
104.748145,101,7281.296137
102.538932,79,7283.207273
104.828734,78,7285.058187
105.116342,87,7287.212168
106.035326,84,7289.965338
101.50285,79,7292.020476
106.862203,91,7294.234984
102.441113,84,7296.242061
112.311394,86,7298.249497
105.226659,82,7300.221122
109.173788,80,7302.291741
102.378211,76,7304.162225
103.73832,76,7306.042643
111.555774,88,7308.314671
104.808452,79,7310.390362
100.554733,101,7312.952093
102.733415,98,7315.860952
102.163041,70,7317.650889
103.319515,87,7319.9738
109.160287,90,7322.304666
107.502182,93,7324.749413
111.765802,79,7326.813336
101.321826,99,7329.183872
101.542719,84,7331.405962
108.846669,75,7333.372721
101.729556,92,7335.557452
104.393395,79,7337.494536
102.932778,80,7339.493778
104.911835,69,7341.218263
101.862512,89,7343.514659
110.615984,81,7345.82594
102.726421,73,7347.6139
102.465372,91,7350.058448
101.434392,73,7352.394998
103.683287,92,7354.598239
108.124533,84,7356.621783
109.080264,79,7358.762342
103.083456,94,7361.127137
-96.352337,86,7363.282796
107.664727,93,7365.721281
-95.532575,86,7367.899796
99.297479,79,7369.944974
102.374413,86,7372.008489
102.53937,76,7373.865237
102.069254,84,7375.971865
104.469803,71,7377.799461
104.476845,85,7380.477776
102.732434,89,7382.719166
109.059459,77,7384.666574
103.310214,89,7386.976928
103.196861,78,7389.143966
102.912069,95,7391.516768
102.287015,80,7393.473415
104.136706,76,7395.447668
103.053038,93,7397.874647
104.063126,86,7400.111304
103.587221,76,7402.103075
102.926191,91,7404.482047
102.513388,73,7406.883462
103.263346,99,7409.452181
103.404538,90,7411.820619
103.03812,78,7413.847392
111.954417,100,7416.361106
100.930824,90,7418.535082
101.810518,95,7421.02885
103.268799,97,7423.492253
110.661966,91,7425.863894
102.728913,79,7427.902981
103.863485,70,7429.691426
104.348092,86,7432.418197
104.775237,78,7434.367547
106.078852,92,7436.641637
102.804688,85,7439.280928
102.153383,79,7441.932257
104.224355,92,7444.566139
104.342222,87,7447.020635
102.934153,74,7449.092438
102.439367,89,7451.55695
101.497714,87,7453.962134
104.303235,95,7456.667977
100.946563,91,7459.518742
105.127508,70,7462.050484
101.802446,76,7464.164087
108.911718,75,7466.206792
102.531149,97,7468.756976
102.879175,82,7471.016814
-98.576151,90,7473.51536
103.910491,102,7478.328061
102.52205,74,7480.265695
102.173463,84,7482.496574
102.33215,88,7484.834818
100.028863,87,7487.214208
102.807122,79,7489.398667
102.693544,82,7491.623523
107.842793,75,7493.946388
102.099236,92,7496.643255
101.429172,80,7498.79206
109.800978,84,7501.177859
102.525085,82,7504.018903
108.505418,92,7506.482925
102.420287,72,7508.48446
107.621345,85,7510.910503
-96.497586,82,7513.206865
98.936029,88,7515.702625
106.689193,71,7517.696348
110.481876,72,7519.699419
107.681434,73,7521.772133
100.284557,80,7524.007517
102.685186,97,7526.7238
102.590485,71,7528.672178
102.751665,98,7531.944692
100.151383,95,7534.605405
111.103784,86,7536.992573
106.102655,78,7539.022777
108.400254,85,7541.339695
107.019544,79,7543.567173
102.083731,85,7546.034169
103.396773,89,7548.535322
110.419744,76,7550.677228
108.104963,74,7552.727524
103.28381,90,7555.105979
103.712231,92,7557.504813
107.678252,93,7560.719661
107.29468,96,7563.230237
101.184886,73,7565.089226
105.481478,75,7567.107397
105.546002,82,7569.439574
100.763291,101,7572.231121
102.590436,82,7574.482955
102.35044,83,7576.810143
105.323715,85,7579.188539
105.566629,82,7581.503852
102.000358,71,7583.440174
110.365234,80,7585.463794
109.431297,79,7587.42773
107.21218,85,7590.113717
110.282087,96,7592.534197
108.347819,90,7594.832313
104.37662,91,7597.145907
101.823034,71,7599.065774
105.153841,81,7601.082997
105.045796,78,7603.139678
103.947391,94,7605.57794
106.501738,89,7607.788492
102.237705,78,7609.933314
108.958765,77,7612.062897
106.069405,89,7614.526017
101.764345,102,7617.822656
105.564366,77,7619.902489
102.13402,72,7621.915531
103.252519,88,7624.377603
105.448414,88,7628.967062
102.801602,93,7631.525176
104.151656,93,7634.046264
102.536572,97,7636.691131
104.881969,75,7638.738899
102.892238,87,7641.194328
103.639373,76,7643.291969
108.210837,93,7646.125765
104.224008,82,7648.255071
108.385744,91,7650.559348
-98.211166,90,7653.073582
97.798826,81,7655.374944
102.695112,83,7658.068888
101.335328,96,7660.504024
101.649549,88,7662.943032
105.34759,90,7665.465558
109.612776,74,7667.512645
106.697917,75,7669.619663
106.042288,78,7671.757345
107.040086,81,7673.965265
99.254255,110,7677.009367
107.27921,90,7679.477171
103.837091,80,7681.746613
104.363859,79,7683.921051
102.39641,80,7686.589363
102.225445,86,7688.758615
109.171125,76,7690.67503
101.304101,75,7692.554766
112.037125,86,7694.884033
103.273701,87,7697.196009
101.976699,73,7699.221829
100.070086,85,7701.409921
100.190519,82,7703.662638
105.024783,75,7705.794913
104.803803,77,7707.970054
103.870688,83,7710.288484
101.940582,92,7712.948484
106.746625,85,7715.74726
103.677188,87,7718.034455
106.965563,84,7720.36298
106.147065,85,7722.738137
104.440009,86,7725.117031
106.546166,101,7727.924772
101.182921,99,7730.677204
101.061512,84,7733.026175
106.133682,71,7734.977766
105.736084,92,7737.488699
105.848468,91,7739.994364
104.87149,82,7742.719631
100.170541,83,7745.056949
103.620457,80,7747.308476
101.003747,91,7749.85932
103.37839,92,7752.314689
-94.241381,98,7755.037147
107.234658,78,7757.084264
100.150534,85,7759.451557
102.118987,77,7761.614954
102.124652,77,7763.715271
99.745163,101,7766.583605
105.986667,81,7768.833154
107.387542,77,7771.496383
-100.610432,28,7772.301983
104.942495,84,7774.451655
104.140167,87,7776.671236
-95.274449,80,7779.987039
99.060121,83,7782.190658
104.231704,84,7784.496546
103.013175,88,7786.805119
105.455505,77,7788.902708
100.330045,90,7791.294375
102.090825,91,7793.724343
106.402809,80,7796.197467
103.939139,77,7798.347859
104.744516,81,7800.555992
102.28655,72,7802.404345
107.696576,94,7804.985069
104.233217,87,7807.333427
103.199002,86,7809.662297
101.332366,69,7811.969349
112.08448,93,7814.572548
105.712905,75,7816.647795
103.756186,73,7818.684862
102.93058,91,7821.185803
104.021298,90,7823.737618
105.661704,79,7825.929275
100.812923,88,7828.376695
109.78119,94,7830.993676
100.359863,95,7833.64789
103.273135,75,7835.788083
103.506968,83,7838.093503
102.774473,82,7840.702713
107.115729,73,7842.718878
102.25868,75,7844.775659
103.369926,84,7847.145579
-97.998063,91,7849.698822
101.638487,71,7851.712294
101.851527,78,7853.735995
105.496537,75,7855.723104
-97.174273,24,7856.426894
103.634895,78,7858.612621
110.180325,71,7860.534674
104.056162,85,7862.92413
102.13928,86,7865.335101
102.28485,81,7868.018966
105.099451,75,7869.940693
104.16015,90,7872.424945
108.184435,83,7874.841725
107.796257,85,7876.999645
101.448494,103,7879.839521
104.098478,91,7882.291118
102.808158,80,7884.524616
-98.235223,88,7886.990894
102.976852,95,7889.6616
107.866117,84,7891.984293
102.156764,89,7894.386817
104.204467,81,7896.987803
103.128301,74,7899.002886
101.792434,82,7901.252614
104.13008,100,7904.11104
106.704344,89,7906.618482
101.479517,81,7908.92908
108.235326,69,7910.889974
106.440644,79,7913.063608
101.459542,90,7915.584399
100.33011,81,7917.929969
104.503835,83,7920.216967
104.260015,94,7922.698105
109.156161,81,7925.404257
104.970156,82,7927.678558
104.860171,90,7931.645092
101.016533,74,7933.625705
104.591888,88,7936.083849
104.170904,85,7938.415467
103.492961,77,7940.512381
104.775356,83,7942.819543
108.3613,89,7946.164853
112.116787,86,7949.339854
102.189948,86,7952.318745
108.383507,77,7955.517022
102.057434,74,7957.770782
102.153212,89,7960.823258
110.529448,84,7963.305961
101.59964,84,7965.517506
106.500992,87,7967.724007
105.173542,93,7970.807031
112.016033,90,7973.398195
102.207774,92,7975.9138
109.283671,90,7978.417868
104.570717,77,7980.344118
104.444236,86,7982.624767
102.601538,72,7984.638447
103.676014,85,7987.00279
105.139143,89,7989.364456
111.422821,90,7992.013054
106.495027,88,7994.259512
107.260862,84,7996.378424
112.020023,81,7999.081185
102.122689,89,8001.554504
109.033731,77,8003.501531
106.647707,93,8005.926652
102.677838,69,8007.79432
109.691044,89,8010.115094
101.338317,92,8012.458044
103.104181,86,8014.808249
105.034887,83,8016.932078
103.817216,91,8019.414117
103.240645,70,8021.417351
101.037218,77,8023.600308
102.367319,78,8026.215
102.497024,75,8028.169723
101.667285,86,8030.602945
105.502354,102,8033.144182
103.210353,94,8035.536382
100.331942,73,8037.559578
111.247023,91,8039.874071
108.328752,87,8042.220374
110.120402,83,8044.321537
102.06827,99,8046.84015
102.06975,70,8048.712091
107.367557,90,8051.11419
105.444401,69,8053.398684
105.435805,100,8055.90128
104.286731,90,8058.157158
106.310396,78,8060.09708
101.358019,86,8062.342905
104.167849,88,8064.741733
102.523064,91,8067.252705
105.157594,110,8070.358134
96.911107,87,8072.760237
105.193982,69,8074.663496
104.665073,85,8076.885581
104.225264,74,8078.806558
102.533711,95,8084.025465
102.674264,96,8086.788161
107.474594,95,8089.496206
99.210027,83,8091.767665
103.722536,89,8094.291373
112.218805,92,8096.856549
108.388241,78,8098.951626
104.747529,75,8100.984585
102.735255,83,8103.340378
107.487623,76,8105.280212
104.975327,76,8107.197886
102.311643,72,8109.156702
105.359498,77,8111.422441
102.380554,94,8113.879326
104.148392,83,8115.954722
103.416047,76,8117.866829
101.937167,98,8120.538795
104.172634,84,8123.367128
108.99969,73,8125.33061
107.399302,76,8127.283427
101.601711,103,8130.030196
100.176526,89,8132.527142
101.695673,81,8134.777172
107.443248,91,8137.381465
104.519513,82,8139.677688
104.181251,72,8141.740679
103.501055,76,8143.873681
102.595122,76,8145.862773
103.099561,99,8148.413736
107.566561,79,8150.929114
102.610451,80,8152.98755
101.36465,96,8155.42087
103.819597,85,8157.569839
102.059525,88,8159.828012
105.291161,89,8162.195881
103.006584,81,8164.245772
113.750285,101,8166.951262
103.517837,82,8169.266159
102.17988,75,8171.277699
102.834921,96,8173.93224
104.851474,76,8175.874834
103.158463,96,8178.813927
101.765658,82,8180.970228
106.4385,73,8182.96327
108.83869,90,8185.345589
101.92229,79,8187.454838
103.132904,83,8189.710745
104.804605,72,8191.66945
103.655784,91,8194.029954
101.986544,73,8195.964132
102.923154,85,8198.344108
98.79273,93,8200.845542
104.054341,85,8203.223883
111.787736,82,8206.026532
112.030546,87,8208.481093
104.381003,85,8211.114937
110.944275,77,8213.265749
105.295022,85,8215.686918
110.557183,80,8217.942835
102.065404,95,8220.505442
102.142576,83,8222.867489
107.757336,70,8224.638391
102.223124,80,8226.735076
110.889087,87,8228.994048
106.445481,87,8233.480503
103.561029,92,8235.879592
106.448198,79,8238.020715
106.231933,77,8240.064164
103.719286,82,8242.270739
102.400597,91,8245.01201
108.795795,72,8247.396282
105.452232,77,8249.514001
106.062009,90,8251.882358
111.119057,88,8254.363473
102.464525,91,8256.932884
104.63808,91,8259.345889
104.629871,94,8261.955578
104.077874,88,8264.174598
102.53095,84,8266.304907
103.056647,77,8268.274931
102.721996,86,8270.68054
102.139293,96,8273.643761
101.992704,82,8275.89823
106.812398,94,8278.477532
110.405713,86,8280.822796
102.076071,90,8283.170529
102.173619,93,8285.546158
104.384977,89,8287.804503
102.323545,85,8290.04964
104.802433,80,8292.093702
102.554435,97,8294.524289
101.247137,87,8296.786732
102.544139,84,8298.919368
99.703353,104,8302.153949
101.501992,82,8304.215302
103.159355,81,8306.230344
108.584847,95,8308.668329
107.24115,81,8310.689835
108.373337,73,8312.50313
101.917172,93,8314.959883
102.82088,91,8317.467694
101.794806,91,8319.819135
103.405701,70,8321.726477
104.259998,88,8324.167064
101.538423,76,8326.061956
103.299731,104,8329.217574
101.830812,77,8331.291691
103.055592,81,8333.415554
104.889627,72,8335.249975
102.29857,97,8337.84627
107.018322,93,8340.247983
105.0504,85,8342.406068
102.881929,77,8344.355118
102.451046,89,8346.620064
103.155866,82,8348.745568
97.990719,74,8350.623719
105.830391,84,8352.903255
103.606423,86,8355.666107
105.623831,98,8358.167102
99.882066,87,8360.562687
102.546386,83,8362.939236
102.785216,86,8365.32339
109.080187,92,8367.844427
