#{"t_start": 1781727376.9474878, "env_id": "EPuckLidarParkingEnv-v0"}
r,l,t
104.318146,87,3367.699951
99.322477,86,3370.513697
100.987656,97,3373.54142
102.530526,105,3376.698994
95.607622,102,3379.674058
-97.392945,29,3380.517576
99.532208,81,3382.804487
98.350999,96,3385.504622
98.695442,88,3388.125257
95.588708,97,3390.976196
98.795641,89,3393.434459
100.529292,98,3396.425351
100.481441,87,3399.495013
100.012245,75,3401.543151
100.455939,91,3404.057079
98.196685,83,3406.44584
97.368722,78,3408.613498
102.557987,81,3410.906252
101.390066,74,3412.885543
99.820757,86,3415.285562
100.237936,77,3417.369936
101.115767,80,3419.505829
99.433633,96,3422.099142
101.165637,71,3424.043154
102.296409,92,3427.107958
104.274024,87,3429.481195
99.88814,93,3432.02275
101.772082,88,3434.423588
100.646007,93,3436.962948
100.938951,96,3439.534652
101.985219,76,3441.573858
97.881522,98,3444.341673
99.128264,82,3446.793983
100.25186,77,3448.936642
102.911819,93,3451.505469
101.422037,88,3454.129311
105.313872,96,3457.432596
104.306605,82,3459.742791
104.390102,99,3462.403137
103.007898,85,3464.863948
101.259593,87,3467.219599
103.030545,84,3469.549099
-104.246704,100,3472.421907
101.970001,78,3474.734093
101.751759,71,3476.702857
102.479688,79,3478.850761
100.779494,97,3481.509067
100.995994,84,3483.807787
98.463133,94,3486.915742
103.861884,95,3489.602576
103.166179,106,3492.45394
103.166083,86,3494.78959
101.586851,93,3497.323047
100.585277,75,3499.400196
102.783291,87,3501.792639
94.38875,73,3505.188735
94.628716,89,3507.649919
96.74038,83,3509.95619
-104.602026,80,3512.107682
96.804641,84,3514.43777
99.039892,98,3517.179456
100.876257,73,3519.552939
103.286681,100,3522.2754
98.376835,87,3525.24391
100.475484,92,3527.701683
100.844918,74,3529.843343
98.362001,100,3532.585572
98.838513,88,3534.95585
100.212775,86,3537.274421
94.33227,95,3539.956049
100.93183,75,3542.125502
101.944322,97,3544.755384
101.244578,87,3547.106673
99.720194,90,3549.540159
101.011174,81,3551.731554
104.565422,99,3554.975883
103.993875,90,3557.370302
103.650995,84,3559.69151
100.867745,100,3562.422728
101.987899,86,3564.913898
98.926798,83,3567.344555
102.95574,89,3569.974861
103.714043,94,3573.023541
101.325257,100,3575.750129
102.589223,99,3578.715405
103.505568,83,3580.992875
97.042728,81,3583.764635
107.745001,96,3586.374486
103.921744,91,3588.899882
102.590387,88,3591.30657
101.16556,97,3593.989679
102.519977,85,3596.350211
102.999344,83,3598.63495
99.716368,96,3601.228804
98.038152,88,3603.763255
102.729783,96,3606.424327
101.276269,106,3609.300076
98.84738,99,3612.670863
105.260229,87,3615.058279
102.045813,74,3617.086674
103.60896,91,3619.68187
101.023491,97,3622.574591
103.02004,87,3624.956395
100.313874,84,3627.361368
101.747428,80,3629.52648
101.899666,95,3632.134657
101.718406,78,3634.388597
103.596972,94,3636.968124
102.428311,95,3639.612983
104.273618,79,3642.434938
105.219578,82,3644.707571
105.902206,85,3646.986881
102.100671,83,3649.326867
102.61663,86,3651.834511
101.518061,82,3654.122918
101.390528,78,3656.270297
100.753746,79,3659.319047
92.878492,76,3661.343811
105.322595,82,3663.615264
100.146326,95,3666.363086
100.155279,84,3668.614305
104.962551,87,3671.085702
103.743972,95,3673.724629
103.61082,85,3676.136165
99.3505,74,3678.152674
107.896307,77,3680.25379
101.662411,82,3683.562111
99.430036,95,3686.347734
-106.289026,101,3689.102118
96.269769,95,3691.816567
108.481822,78,3694.13356
103.707182,94,3696.743495
103.751278,96,3699.35486
104.340656,91,3701.843708
104.703895,86,3704.240628
103.701482,78,3706.391721
105.00041,97,3709.06475
101.030422,82,3711.346653
102.337147,92,3714.419913
103.778582,80,3716.598467
101.180176,82,3718.814924
104.422356,90,3721.267383
98.198385,105,3724.11359
103.355536,82,3726.357049
100.970011,94,3728.909248
103.456802,100,3731.624516
107.421782,96,3734.105857
100.6617,86,3736.434993
100.946995,96,3739.054361
101.341862,76,3741.736686
103.652326,86,3744.076168
103.202013,98,3746.718275
102.797818,82,3748.957745
101.981418,90,3751.474103
105.463501,87,3754.086748
100.645718,97,3756.838264
-99.948226,81,3759.054632
96.700677,77,3761.147586
107.553643,95,3763.742443
103.167795,92,3766.231765
102.834866,87,3768.624748
101.650492,77,3771.322325
105.834611,101,3774.098753
102.632353,79,3776.303956
97.636316,81,3778.506431
104.191579,92,3781.149898
104.319238,78,3783.313097
105.818495,98,3786.187924
99.832488,91,3788.640521
107.714035,91,3791.08105
101.232897,73,3793.038294
102.330313,86,3795.342481
103.385254,75,3797.37266
106.156487,85,3800.248882
109.575473,79,3802.39929
104.190332,76,3804.529911
106.124174,90,3807.061628
102.111215,78,3809.170681
96.380206,81,3812.128274
109.341655,85,3814.421211
101.138137,69,3816.355233
103.689444,73,3818.329348
92.599088,76,3820.3894
101.051665,76,3822.674167
105.037609,76,3824.756938
103.096528,78,3826.877359
106.838519,91,3829.354316
109.633833,89,3831.772256
104.207433,74,3834.100749
101.642368,79,3836.326118
-98.45951,92,3839.377641
102.955805,76,3841.463093
102.563112,73,3843.460878
102.138598,75,3845.51387
99.782404,87,3847.938866
99.95358,90,3850.406834
98.266375,94,3852.97538
102.275242,73,3854.928937
102.217698,86,3857.260469
101.686068,75,3859.309063
103.588563,91,3862.131532
102.130453,92,3864.877087
101.938947,72,3868.045368
102.111245,88,3871.497039
104.87826,77,3874.184427
101.698611,86,3876.753504
103.013413,88,3879.347801
95.909165,87,3882.08563
99.680062,70,3883.970331
105.537311,95,3886.573572
102.719948,91,3889.03335
102.097529,92,3891.601493
105.125026,80,3894.629319
103.539575,89,3899.331053
102.028311,87,3903.249578
99.998847,97,3906.862579
97.983425,102,3910.568802
98.683202,82,3913.303162
99.415364,102,3917.913853
106.300899,92,3921.785337
101.063316,98,3925.717029
102.824292,80,3928.893692
102.135885,94,3932.888878
104.968988,91,3936.32763
96.416818,105,3939.672382
103.878476,85,3943.31347
102.089065,81,3945.633224
104.396225,95,3948.713467
99.255826,92,3951.443919
98.487596,80,3954.077715
100.792935,94,3956.888447
103.877688,84,3959.259834
-107.053892,86,3962.061725
96.896224,89,3965.02314
101.092865,77,3967.228935
101.803514,93,3969.74042
104.790536,69,3971.537299
106.890375,79,3974.226535
105.280058,75,3976.188121
99.29125,92,3978.647608
105.459096,79,3980.772025
102.47099,82,3984.05071
106.511539,82,3986.20122
100.854172,86,3988.453007
96.024877,82,3990.630068
99.561251,92,3993.039883
102.891742,93,3995.513383
106.338744,80,3997.699921
101.935617,81,4000.267079
-103.987017,85,4002.547204
103.638858,90,4004.956743
105.236746,87,4007.26855
103.206145,99,4010.194299
106.356023,90,4012.819159
102.096975,81,4015.537627
102.690853,91,4017.949378
109.098865,98,4020.600144
101.083053,88,4022.96005
100.257216,82,4025.198326
104.100005,86,4027.464907
102.460042,78,4029.563185
104.858133,76,4031.63915
101.908657,73,4034.092904
103.100908,79,4036.184649
105.696671,98,4038.843217
96.885902,85,4041.24684
100.74949,73,4043.686232
101.872022,99,4046.392307
102.279658,83,4048.527343
104.662474,97,4051.12433
101.566697,70,4053.105901
108.354666,81,4055.455279
102.525887,92,4058.125629
103.71075,73,4060.148663
107.71472,82,4062.385845
101.780113,98,4065.199089
105.01079,85,4067.435678
102.662859,81,4069.650222
101.442723,82,4072.433253
101.431882,83,4074.619025
103.370246,79,4076.727768
109.989338,76,4078.792522
-98.602819,28,4079.64573
104.562611,93,4082.209508
102.016105,93,4084.623802
107.092124,80,4086.683733
105.201347,88,4088.997295
101.82558,73,4090.906142
104.446143,93,4093.287771
102.65767,77,4095.282775
102.356522,100,4097.943754
100.653663,90,4100.82041
100.810799,77,4102.81255
100.442948,92,4105.177855
100.271377,90,4107.49127
102.774793,78,4109.514313
102.925688,71,4111.370103
104.548656,84,4113.642672
101.152961,98,4116.292717
103.544396,84,4118.587788
98.531405,89,4120.891285
104.870882,91,4123.241458
103.018872,82,4125.365247
100.283558,91,4128.304127
104.096097,97,4130.77753
108.621159,86,4133.153459
101.753068,92,4135.59292
110.124693,80,4137.792223
-101.062821,85,4140.254023
94.897563,86,4142.516147
103.079285,82,4144.64169
99.545498,81,4146.713449
102.84113,79,4148.933231
106.673168,82,4151.158593
103.54864,93,4153.651137
105.997679,72,4155.485472
101.055171,82,4157.884055
101.780633,88,4160.221836
105.255702,84,4162.424068
103.15533,96,4165.498962
104.235444,84,4167.627661
105.255598,94,4170.123359
102.855642,92,4172.532134
108.156807,91,4175.003909
103.36805,96,4177.463386
100.643825,78,4179.792373
104.36301,85,4182.231297
107.304462,88,4184.529476
98.947872,101,4187.379245
104.859862,85,4189.73903
100.156012,91,4192.115745
103.781939,73,4194.608603
108.297775,91,4196.993639
101.877328,98,4199.555423
101.483022,74,4201.470468
105.214372,86,4203.809741
106.918799,70,4205.661396
110.251283,81,4207.74597
104.713579,92,4210.141491
103.815457,83,4212.314491
101.45895,75,4214.266431
101.363956,79,4216.289075
102.8968,86,4218.513367
101.658573,93,4221.445051
104.590884,78,4223.502488
100.127259,77,4225.547048
103.092782,87,4227.74252
104.398757,93,4230.192545
106.182494,81,4232.299682
102.2856,85,4234.661419
106.067224,77,4236.617691
100.638517,97,4239.239018
107.159498,79,4241.340171
103.000832,101,4244.001605
97.593568,83,4246.119097
108.208861,86,4248.847911
104.769757,95,4251.318593
109.254614,91,4253.800839
103.185686,84,4256.056515
103.679375,76,4258.032978
102.321762,79,4260.065289
102.371005,78,4262.127969
107.939659,88,4264.396328
108.048389,79,4266.400065
102.996523,83,4268.573521
106.282378,84,4270.710095
100.803972,94,4273.131574
102.62614,95,4276.49228
99.89448,84,4279.794538
99.158574,85,4281.929531
105.077838,79,4283.925125
109.608089,80,4286.015863
-105.07062,79,4288.023598
95.697308,94,4290.403798
104.35996,87,4292.624379
100.781344,85,4294.877511
100.70993,76,4296.773341
108.306733,87,4299.277921
106.083117,70,4301.095093
104.721213,81,4303.161304
100.349206,82,4305.348387
101.282873,72,4307.311306
109.69997,95,4310.106724
104.523925,96,4312.556752
100.935482,99,4315.640415
103.757782,81,4317.694583
101.215955,77,4319.659185
103.267104,76,4321.585044
103.231511,72,4323.447659
102.134027,85,4325.638653
101.273911,80,4327.63649
106.780704,89,4329.92396
110.282274,77,4331.909469
104.191949,74,4333.804411
104.362755,103,4336.459279
104.109328,89,4338.741488
104.586448,86,4341.498576
104.120369,98,4344.228013
105.373767,95,4347.954406
101.341866,78,4350.675717
107.621127,91,4353.876441
105.772937,97,4357.304985
100.986841,92,4360.226926
103.178297,85,4363.008474
99.726524,89,4365.610043
97.68611,85,4368.047203
101.537077,74,4370.488058
102.489248,79,4372.9865
107.627729,87,4376.206033
107.991553,74,4378.369216
101.873281,75,4380.411462
102.748412,92,4382.916717
102.811192,93,4385.577571
103.835816,96,4388.3981
101.871759,90,4390.969227
102.908279,85,4393.181486
101.812885,70,4394.986978
109.863663,80,4397.207169
101.849911,74,4399.144966
108.145296,81,4401.234079
99.123971,100,4404.445118
109.290641,86,4406.687021
105.558189,90,4408.975944
100.771741,91,4411.411784
103.207694,74,4413.601292
103.153467,67,4415.548874
107.227828,84,4417.800794
101.879788,70,4419.703935
108.110418,91,4422.027981
104.67286,76,4424.123585
113.353076,93,4426.746951
107.478402,97,4429.327027
99.192689,86,4431.907213
102.520723,94,4434.481731
103.005144,104,4437.296319
104.456964,92,4439.63209
104.294729,80,4441.659827
105.266108,90,4444.579196
103.030217,77,4446.619193
106.610875,81,4449.066046
102.132386,86,4451.34619
105.582043,81,4453.43019
100.291734,76,4455.383986
105.264739,93,4457.878588
108.1761,100,4460.445305
102.521988,92,4462.87685
101.997582,85,4465.091061
102.13064,72,4466.954551
-102.04498,89,4469.288944
111.931828,99,4472.411942
102.322765,80,4474.478482
100.760254,94,4476.877791
102.477162,80,4478.955862
106.222074,86,4481.276253
103.368743,93,4483.8668
101.883555,84,4486.075293
101.72026,81,4488.18772
105.311542,86,4490.481327
103.187476,96,4493.038379
103.4852,88,4495.450968
100.812894,91,4498.046764
109.549096,90,4500.972496
100.138353,83,4503.184502
103.441008,89,4505.655865
110.708134,81,4507.723355
106.727438,81,4509.81319
102.267453,83,4512.0362
102.722888,92,4514.408656
100.105313,83,4516.559934
100.240684,99,4519.128755
104.80867,102,4521.773969
103.803354,71,4523.604128
104.57684,90,4526.459553
101.182833,76,4528.447754
106.998113,90,4530.885393
108.516038,89,4533.206023
102.956068,97,4535.907273
106.345545,77,4537.962016
109.047419,80,4540.035078
101.072201,88,4542.324893
98.529773,87,4544.616287
101.619497,85,4546.909681
105.199908,86,4549.202617
107.507733,78,4551.309328
98.733854,82,4553.411167
104.52479,77,4555.948434
102.048673,100,4558.547789
110.956778,77,4560.567038
101.88411,90,4562.89406
102.242704,72,4564.790894
102.149827,93,4567.160778
101.752684,70,4568.975093
103.109437,74,4570.87705
106.406177,93,4573.235231
107.650513,90,4575.530241
103.468762,84,4578.345703
101.357406,87,4580.560751
100.693073,82,4582.63341
109.334689,80,4584.690416
93.933414,87,4586.880449
101.593637,87,4589.087738
105.249556,77,4591.065433
103.364509,79,4593.584625
107.886511,78,4595.624922
104.254892,94,4598.034724
102.512091,91,4600.684264
102.255036,75,4602.615205
102.64173,97,4605.329769
103.633374,81,4607.39682
110.875848,86,4609.642712
110.600499,71,4611.792387
109.37129,72,4613.679615
101.953049,98,4616.273449
102.506893,81,4618.316541
102.404842,74,4620.765073
104.258433,94,4623.167737
104.976609,97,4625.661294
101.759643,80,4627.820894
107.031986,91,4630.208646
103.773728,89,4632.466618
101.189343,79,4634.56219
100.852854,87,4636.877163
100.281727,95,4639.364717
102.913879,71,4641.155388
104.328142,85,4643.464245
104.963298,89,4645.896246
105.736871,83,4648.610774
101.227936,89,4651.002223
100.356063,80,4653.112521
100.483257,83,4655.236111
105.41706,84,4657.444219
106.792599,92,4659.834467
102.714874,86,4662.043471
102.146922,84,4664.203045
102.663207,89,4666.567911
108.872425,76,4668.573155
104.22842,92,4671.07349
106.800481,82,4673.342647
108.646408,73,4675.915322
104.856857,80,4678.210406
102.582968,71,4680.145239
102.112683,89,4682.652289
109.898232,73,4684.780781
102.47,96,4687.468911
105.690481,80,4689.709817
107.329469,74,4691.614357
110.559223,83,4693.859147
102.236262,88,4696.182501
105.58835,75,4698.101643
105.692757,93,4700.506099
104.440862,92,4703.370382
107.704696,76,4705.384603
-98.093884,89,4707.740744
102.842285,86,4709.981387
103.672487,92,4712.325185
-98.624304,90,4714.713982
102.710002,99,4717.219738
101.566672,105,4720.190432
106.344037,81,4724.630625
105.557011,85,4726.798586
103.557457,85,4729.107905
95.444358,95,4731.71435
97.596804,91,4734.196386
101.890855,92,4736.827491
105.76608,91,4739.439507
-98.475405,28,4740.275398
98.731963,93,4743.437857
102.561896,95,4745.916361
103.630333,71,4747.897313
103.861919,89,4750.816974
103.655643,90,4753.279474
102.822726,80,4755.384388
101.87076,77,4757.380189
107.159449,86,4759.865266
104.720975,96,4762.508096
102.205194,77,4764.52084
104.783144,90,4766.847763
102.353315,82,4769.002421
-101.059561,92,4771.890409
97.778443,88,4774.112847
101.654561,79,4776.175305
101.100606,94,4778.69628
102.450985,76,4780.692545
105.245829,88,4783.117299
107.097406,87,4785.598572
106.917454,91,4788.143045
102.458082,84,4790.501923
103.865745,86,4792.871378
103.179402,97,4795.596428
102.655907,87,4798.044775
110.421113,91,4801.164721
107.880322,81,4803.554452
107.185339,72,4805.466941
102.364438,93,4808.081867
108.106781,84,4810.32629
99.557218,81,4812.403041
101.001442,97,4814.890228
101.583254,91,4817.204733
103.47106,89,4819.487271
108.000094,76,4821.498676
104.437278,88,4823.832254
101.377411,90,4826.178498
101.991945,90,4828.984901
101.842807,70,4830.914358
108.952036,89,4833.247503
102.890181,87,4835.543663
101.008626,98,4838.183779
106.492573,88,4840.487198
101.384703,73,4842.400439
108.059426,81,4844.542458
104.612457,89,4846.812589
103.491146,90,4849.131163
102.284182,89,4851.515708
102.107638,100,4854.277913
102.555396,77,4856.86476
102.393527,99,4859.463229
102.579462,88,4861.863088
104.685897,100,4864.688578
102.673934,91,4867.076841
103.596329,77,4869.081471
101.012803,88,4871.369974
-104.710383,88,4874.11269
106.389246,83,4876.278066
101.944836,93,4878.71651
100.990402,90,4881.024256
105.070914,85,4883.135188
108.184133,87,4885.64259
102.295085,78,4887.64311
110.617491,78,4889.637004
104.675534,89,4891.944071
106.18506,89,4894.742898
103.231977,93,4897.182551
102.645632,94,4899.607036
104.354248,83,4901.749313
110.089438,93,4904.180704
102.450879,78,4906.18739
111.106685,100,4908.947714
108.414355,83,4911.26896
103.268342,76,4913.174921
106.503998,97,4915.694015
111.434538,95,4918.451668
102.935543,91,4920.855398
109.147432,96,4923.799493
97.859176,83,4926.06576
103.76843,93,4928.679272
101.82182,94,4931.371541
102.727184,75,4933.303438
101.351368,94,4935.923676
106.854564,94,4938.298819
103.128294,85,4940.460214
103.532364,76,4942.621828
108.391349,95,4945.171856
102.039277,84,4947.340399
108.010616,89,4950.140654
102.514106,77,4952.086925
103.511899,87,4954.362718
109.127464,92,4956.840242
103.031047,85,4958.996133
105.733214,86,4961.412452
100.841069,88,4963.803191
103.649589,86,4966.23686
101.480636,85,4968.636085
106.684467,85,4970.826933
102.819854,93,4973.368649
104.597911,90,4975.770171
106.570005,94,4978.81919
105.826565,89,4981.090929
101.31981,80,4983.191942
102.401921,88,4985.727705
108.536378,95,4988.349942
103.441204,82,4990.535007
108.120023,73,4992.538986
102.02599,69,4994.474205
101.708101,74,4996.538829
99.423441,77,4998.77024
108.363754,96,5001.454159
111.152361,83,5003.608341
105.696325,85,5005.817246
100.695516,92,5008.746192
101.653716,90,5011.13581
102.886676,92,5013.69265
109.694341,87,5016.217594
103.420749,86,5018.530106
100.243644,101,5022.517513
100.82348,95,5024.970006
104.002783,96,5027.551224
105.084602,92,5030.107664
105.861273,97,5032.682537
106.394414,88,5035.360268
107.450182,92,5037.979964
104.388664,78,5040.013405
103.71394,98,5042.805746
97.898092,101,5045.496182
104.874101,81,5048.09198
100.96433,80,5050.253131
101.597746,81,5052.508025
107.769778,100,5055.347253
102.344535,83,5057.621838
101.498359,99,5060.113763
102.565229,92,5062.456829
99.810886,101,5065.139656
101.63867,94,5067.584747
105.545933,89,5069.98566
104.465383,87,5072.302528
102.65661,82,5074.3994
102.835064,78,5076.957869
106.238187,102,5079.698975
104.044324,92,5082.028486
102.65977,94,5084.664121
109.614778,102,5087.495771
104.583721,91,5090.070986
105.965778,84,5092.422017
103.108474,93,5094.899533
102.451431,96,5097.514385
104.628794,75,5099.575916
108.8306,90,5102.055161
102.874636,89,5105.190583
103.150865,84,5107.478821
103.255857,90,5109.775813
101.963481,83,5111.90072
104.416312,86,5114.231
99.209291,96,5116.743216
100.855897,85,5118.916739
102.19675,97,5121.37516
102.832305,91,5123.898515
102.180662,92,5126.4931
101.51965,95,5129.102486
105.133687,95,5132.111271
102.535453,82,5134.305966
108.285671,79,5136.46185
102.33503,73,5138.353399
101.192695,77,5140.532842
110.97602,80,5142.78544
103.607501,78,5144.775599
102.992358,94,5147.187901
108.840329,87,5149.441206
106.522747,85,5151.698171
104.261753,88,5154.009013
104.392909,90,5156.587807
105.849872,89,5159.101577
103.545761,86,5161.798748
110.269871,81,5163.847601
105.475739,71,5165.641459
107.103717,89,5168.300117
102.492134,91,5172.570245
95.880183,78,5174.57538
103.086053,82,5176.799062
102.050605,85,5179.053054
106.212386,92,5181.599651
106.147151,82,5183.882097
102.810401,76,5186.102842
107.638118,85,5188.537683
106.001072,74,5190.500128
106.488679,83,5192.627042
104.009101,90,5195.106798
103.26905,88,5197.382718
107.244995,89,5200.233352
102.378544,85,5202.472983
102.473705,95,5205.182473
103.25705,84,5207.516269
104.480214,84,5209.895148
102.745247,82,5212.166982
109.704929,92,5214.802923
104.919539,88,5217.31969
103.255314,98,5219.947032
109.439159,92,5222.446912
103.393858,70,5224.401231
103.265934,93,5227.028908
108.490853,80,5229.789249
102.469109,80,5231.987325
104.179747,71,5233.901556
109.426146,84,5236.255646
102.126424,93,5238.877553
102.720339,90,5241.191001
103.997774,99,5243.946538
102.406228,75,5246.071735
104.325446,82,5248.316306
104.154318,77,5250.404387
104.214025,80,5252.595521
100.246807,95,5255.360049
105.234714,78,5258.029358
102.420912,85,5260.219183
101.466539,94,5262.722837
105.581991,82,5264.837406
104.621118,80,5266.906575
97.275407,89,5269.178474
105.583249,86,5271.600985
101.424357,78,5273.512621
102.508685,83,5275.789419
108.609421,91,5278.084877
103.017002,94,5280.497202
102.14751,78,5282.537796
101.372927,83,5285.087394
103.077949,78,5287.048254
105.755108,86,5289.290548
102.795383,85,5291.461946
105.88006,82,5293.468231
112.187569,95,5295.783631
103.618367,90,5297.949786
104.757858,84,5300.121448
104.766874,70,5301.957898
102.431493,75,5303.98986
103.689805,84,5306.215147
110.071851,96,5308.699158
103.225702,88,5311.498138
103.217362,98,5313.893539
103.682197,89,5316.285993
104.017917,88,5320.234158
106.298349,92,5322.586033
105.242232,84,5324.622873
103.939918,85,5326.768701
107.074878,91,5329.159516
109.565122,79,5331.23096
105.419716,91,5333.539085
102.475014,77,5335.848444
105.148045,72,5337.756702
109.140215,89,5340.088352
107.363372,76,5342.260795
103.15496,75,5344.189354
109.893985,80,5346.308916
102.713155,86,5348.541977
103.96968,95,5351.575452
105.352006,92,5354.046365
105.815681,91,5356.423617
102.606195,76,5358.442726
104.011529,80,5360.535001
107.60745,95,5363.070131
109.990604,71,5364.944381
106.78185,89,5367.267806
106.436385,90,5369.559681
104.596574,92,5372.055578
105.924093,86,5374.341757
102.613565,90,5376.683708
102.969337,91,5379.555298
103.864156,94,5381.937648
103.989754,78,5383.993711
102.756779,79,5386.017851
99.856752,100,5388.525127
102.867392,84,5390.667778
102.464699,89,5392.973794
113.768037,93,5395.38841
101.077594,96,5397.900199
103.498333,70,5399.661172
103.431861,73,5401.500488
109.08358,91,5403.877772
103.924241,79,5406.339027
-92.3387,86,5408.575359
101.330703,82,5410.728893
106.418667,84,5412.929562
-99.461595,31,5413.751854
107.598286,75,5415.76865
102.348648,77,5417.793853
102.205124,97,5420.355057
101.359517,86,5422.533437
110.508237,74,5424.431045
107.158615,81,5426.556906
107.678997,83,5428.689576
103.204495,79,5430.684812
101.362622,83,5433.258359
103.274936,80,5435.283292
102.833897,79,5437.364365
102.136918,87,5439.59442
102.300494,80,5441.59166
102.926948,70,5443.44589
105.222364,94,5445.861892
107.352789,89,5448.053237
110.165545,89,5450.230287
105.294181,72,5451.98218
105.590872,89,5454.174427
102.456159,76,5456.054207
102.606086,88,5458.910378
104.400456,87,5461.196027
104.253925,82,5463.631279
108.893827,85,5465.788384
103.328451,90,5468.064178
-95.413027,81,5470.115362
96.556336,101,5472.70478
100.808298,89,5474.860025
103.219634,74,5476.704254
102.672628,93,5479.149618
-102.185717,32,5479.99952
102.655885,78,5482.073622
106.477018,88,5484.518978
107.032076,75,5486.448018
109.673059,91,5488.851807
106.440432,90,5491.205549
102.748233,75,5493.174427
103.538481,88,5495.481071
104.474193,72,5497.806179
102.418344,69,5499.58251
102.775584,92,5501.98161
102.668658,100,5504.564429
102.618607,98,5507.14728
103.075872,90,5509.307146
103.098966,86,5511.398502
102.08361,79,5513.518279
101.677078,94,5515.968377
102.391074,75,5517.880118
106.663516,88,5520.076932
104.321527,91,5522.298036
102.974775,92,5525.206598
104.584709,77,5527.08266
104.722787,87,5529.324332
-97.462635,29,5530.106683
103.666794,70,5531.943995
105.985459,82,5533.990314
102.279324,76,5535.870173
101.971308,85,5538.036283
104.519546,81,5540.133588
103.486199,91,5542.560032
102.778902,81,5544.710782
110.190896,88,5547.018031
105.429201,87,5549.175329
106.965266,86,5551.893969
100.582628,105,5554.563542
110.87106,83,5556.72555
102.673111,96,5559.217085
103.869319,93,5561.516899
105.511723,77,5563.543743
105.77111,74,5565.439136
108.676686,73,5567.415761
102.808895,79,5569.479108
108.993577,94,5572.083349
105.840386,81,5574.053219
108.990151,89,5576.802343
103.499444,72,5578.569046
102.624421,82,5580.618125
102.192654,92,5582.811732
102.380078,94,5585.124141
104.795102,92,5587.619036
103.911307,89,5589.908148
107.082765,73,5591.682946
102.352963,76,5593.634013
108.011685,81,5595.598391
100.925845,88,5597.847145
101.288987,79,5599.912171
109.259611,91,5602.077571
102.093566,72,5605.04181
103.51579,84,5607.105208
106.62993,84,5609.11192
106.909701,92,5611.595998
102.702625,79,5613.539372
111.491754,86,5615.811065
107.891378,74,5617.669755
103.485957,76,5619.978085
100.836817,84,5622.087411
108.281261,84,5624.275895
102.965538,75,5626.220094
103.53868,78,5628.163575
102.624259,93,5630.605794
103.170097,76,5632.606098
107.576582,83,5634.7356
106.047543,76,5636.715815
102.731146,87,5638.968101
101.870871,83,5641.643547
102.563918,93,5644.061047
106.153293,80,5646.057714
103.234057,83,5648.137028
105.935584,86,5650.277442
99.422002,95,5652.647341
103.064576,95,5655.2356
105.199538,76,5657.211782
-95.08418,81,5659.262679
104.963301,75,5661.202775
-97.240496,82,5663.444581
105.060896,82,5665.467386
103.315364,88,5668.24698
100.666053,97,5670.792487
101.634653,79,5672.737443
103.311896,73,5674.673763
103.131951,84,5676.799136
101.351804,89,5679.049737
102.446105,84,5681.236502
107.746678,101,5683.869508
104.093546,78,5685.938846
106.281385,95,5688.40445
108.545838,92,5690.841991
111.761656,92,5693.17673
-93.751293,93,5696.134403
103.765667,89,5698.434439
112.26651,86,5700.595135
106.827335,79,5702.65179
100.794129,85,5704.802521
104.706678,85,5706.922445
100.84536,81,5708.850011
104.283573,76,5710.714618
102.620046,73,5712.544208
103.267043,76,5714.496255
104.302275,93,5716.843228
107.572963,94,5719.251879
108.736635,83,5721.877536
103.086444,90,5724.187911
103.530684,78,5726.086811
106.329918,95,5728.54222
108.438444,74,5730.453184
107.96193,84,5732.634414
102.912111,75,5734.506458
102.640717,86,5736.704994
102.875987,73,5738.627448
103.230922,91,5740.868183
103.077637,83,5742.9198
105.246246,76,5746.006799
111.036435,80,5748.054533
106.334304,99,5750.577245
113.910926,98,5752.92024
105.106802,95,5755.292018
110.986895,87,5757.646755
103.259638,85,5760.335798
104.47728,94,5762.72735
100.470532,81,5764.895072
105.936016,72,5766.739985
105.208188,74,5768.595663
102.621714,74,5770.689696
102.251722,71,5772.407181
103.652199,84,5774.424355
105.393586,77,5776.412795
103.366127,94,5778.792887
102.426997,74,5780.587384
108.036216,72,5782.450775
102.651895,78,5784.396965
103.257494,75,5786.737926
101.777236,92,5789.111545
109.963505,88,5791.287389
105.688442,90,5793.617107
102.6324,93,5796.029935
106.27303,78,5798.018487
101.70932,82,5800.096867
112.76191,93,5802.350733
101.541638,78,5804.212617
104.709651,85,5806.480687
102.19949,93,5808.785582
102.615714,82,5810.871193
104.367733,90,5813.62947
102.705081,75,5815.588428
102.628843,68,5817.278198
110.436438,100,5819.921509
102.099897,85,5822.127565
110.059565,72,5823.910706
111.2893,80,5825.801088
105.301039,67,5827.40577
113.280294,92,5829.838332
104.741471,86,5831.933294
103.164022,92,5834.264174
101.823787,85,5836.493117
104.474052,77,5838.976914
102.600232,86,5841.005704
105.971837,81,5842.96131
107.136614,73,5844.853682
109.77182,85,5847.025819
104.675269,92,5849.268329
102.070068,71,5851.029829
102.962385,69,5852.750276
110.00812,88,5854.956652
104.774671,94,5857.2358
107.6276,88,5859.465049
101.90347,84,5861.610847
102.827991,86,5864.323805
104.487926,78,5866.262671
100.611583,84,5868.388526
106.975296,85,5870.541719
104.418322,84,5872.718447
105.237286,75,5874.648058
103.777441,103,5877.507032
99.59998,79,5879.576511
102.658852,90,5881.760706
109.058105,80,5883.641635
103.425764,85,5886.529921
107.024553,81,5888.440517
106.048371,67,5890.049315
104.950843,71,5891.773218
104.172108,72,5893.599496
