#{"t_start": 1781740124.1269634, "env_id": "EPuckLidarParkingEnvSAC-v0"}
r,l,t
99.699272,99,5923.736063
104.636843,99,5928.978997
99.181437,111,5934.87237
96.467073,91,5939.748835
102.062161,89,5944.554519
98.361813,103,5950.048758
95.602624,99,5955.353185
94.823385,106,5960.975517
99.788587,110,5967.134451
96.282324,106,5972.794586
96.988372,110,5978.646619
97.450317,113,5984.595397
94.46889,94,5989.552746
87.315704,118,5995.814164
93.69651,101,6002.465874
100.478471,126,6010.861242
102.874209,98,6016.76314
98.962961,103,6022.367296
102.493653,104,6028.106019
99.982782,128,6034.929513
102.876385,102,6040.649982
89.692554,90,6045.46414
101.342486,94,6050.416138
96.703635,92,6055.351075
103.2788,110,6061.147573
103.708134,112,6067.051341
96.675586,106,6072.654145
97.970375,105,6078.220862
95.616338,98,6083.662232
98.787802,97,6088.857858
95.627914,115,6094.955138
88.746857,104,6100.439478
88.032336,116,6106.631883
98.54605,107,6112.145853
71.749956,118,6118.353016
88.030241,118,6124.542709
92.121313,114,6130.600056
95.762346,107,6136.246423
102.600516,101,6141.870765
101.731776,107,6147.740223
99.243985,91,6152.456962
95.936733,92,6157.325097
102.202039,94,6162.298476
86.69141,111,6168.056397
101.207669,96,6173.029334
102.543482,102,6178.422127
100.479557,124,6184.86706
97.901268,100,6190.011644
99.290611,116,6196.166762
101.268208,115,6202.403655
101.036466,93,6207.312229
101.231108,106,6212.874419
103.74683,107,6218.381162
95.509788,110,6224.188702
89.937551,118,6230.299279
96.422341,122,6236.612974
73.100809,119,6242.761487
102.032456,103,6248.15411
88.379453,123,6254.733786
94.877019,102,6260.102708
96.586293,108,6266.207358
90.309852,107,6271.862023
100.255744,110,6277.628409
95.627812,108,6283.222716
102.440548,87,6287.730372
96.416931,107,6293.322432
95.539734,98,6298.743876
93.451014,122,6305.659396
100.525954,89,6310.985211
92.619702,118,6318.585969
100.056099,114,6325.95366
97.977727,94,6331.292271
97.039154,116,6338.076252
104.723563,110,6344.298765
99.640659,92,6349.549606
92.825845,109,6355.214007
92.043864,106,6360.866894
99.751682,90,6365.596273
100.749886,125,6372.301424
98.081702,109,6378.006505
104.727412,98,6383.158549
99.928054,110,6389.033716
103.533887,116,6395.211351
101.349476,100,6400.717273
99.387568,119,6407.290513
102.146491,88,6412.254909
84.263074,104,6418.285375
102.373112,98,6425.20748
101.827898,106,6428.676301
94.747588,98,6431.795191
98.011701,117,6435.718359
90.769844,102,6439.022888
87.330951,117,6445.861917
99.742177,116,6452.542914
101.075614,100,6458.432935
73.043048,120,6465.977612
93.991046,104,6472.215924
102.254434,106,6479.571193
101.343691,89,6484.440306
82.880648,97,6489.672027
92.424226,113,6495.843268
98.665624,90,6500.785597
82.625815,114,6506.838005
101.585869,90,6511.866489
89.919393,118,6519.007654
89.030349,100,6525.377723
90.07893,126,6533.596846
102.294521,112,6539.699033
98.982872,113,6545.732591
94.888192,102,6551.161531
104.446444,102,6557.001741
