#{"t_start": 1781747159.5238495, "env_id": "EPuckLidarParkingEnvSAC-v0"}
r,l,t
88.505318,119,5211.745031
66.527421,110,5217.044588
61.821408,104,5221.872827
89.108638,100,5226.518458
71.485881,116,5231.91448
74.708243,115,5237.162497
86.91584,113,5242.430868
74.000779,109,5247.408
76.42735,101,5251.98959
90.371877,95,5256.340791
73.974307,108,5261.320825
88.736642,115,5266.629734
90.239908,97,5271.234953
82.323933,94,5275.809942
76.295654,108,5280.871264
90.11103,120,5287.086685
88.243982,99,5292.044724
91.419329,96,5297.259918
93.06673,101,5302.976881
77.402154,112,5308.577331
85.589651,122,5314.355315
51.149087,117,5319.896355
64.432997,99,5324.554689
69.926003,110,5329.851398
75.772141,98,5334.522357
90.115445,111,5339.842154
76.322009,113,5345.261675
91.182672,91,5349.744922
70.981896,95,5354.429551
75.820479,101,5359.199769
81.797787,120,5365.19164
91.37439,91,5372.457269
84.721289,104,5375.726209
76.555102,119,5379.330394
87.09297,89,5382.053568
90.349276,100,5385.071717
89.085004,87,5389.212893
56.645318,96,5393.873434
81.902569,106,5399.612181
72.418556,106,5404.746805
71.237107,104,5409.788775
50.760017,117,5415.48858
66.602325,104,5420.463401
84.288298,102,5425.366841
82.912881,94,5429.811486
79.121817,92,5434.176771
74.31598,94,5438.668901
73.922354,107,5443.843902
77.687494,110,5449.255106
75.166166,114,5454.835039
84.793981,94,5459.302587
65.256433,115,5464.761909
75.602838,109,5469.968041
75.503243,116,5475.529566
84.811439,91,5479.903832
79.078716,109,5485.072331
61.34051,98,5489.750674
55.342295,114,5495.109257
72.57208,116,5500.580158
65.878201,110,5505.77779
53.126672,114,5511.152955
54.718949,126,5517.224267
63.484705,103,5522.082053
65.39943,106,5527.082352
71.47152,119,5532.711406
55.926284,101,5537.661325
61.334906,114,5543.137082
70.819375,116,5548.68701
65.520374,116,5554.183989
78.405077,109,5559.358177
72.898213,103,5564.190708
96.495794,105,5569.20401
71.451903,107,5574.35568
72.208055,117,5579.92413
54.401539,136,5586.322291
41.826109,125,5594.33172
49.60324,125,5600.467528
70.435402,105,5605.963249
22.324182,145,5613.136581
79.015674,115,5618.652583
57.955417,121,5624.577565
61.170971,107,5629.900889
67.017751,98,5634.698522
82.123326,112,5640.091958
61.40318,105,5645.101972
81.055298,95,5649.844522
56.702673,125,5655.957144
20.888756,138,5664.817616
28.981135,129,5671.183715
75.399784,106,5676.814643
65.968695,108,5682.747747
64.28437,125,5689.221449
97.810208,115,5695.082971
23.841556,133,5701.531533
67.076362,107,5706.735367
34.243029,135,5713.671121
68.790797,94,5718.851548
70.902703,100,5724.051788
77.796642,109,5729.422431
73.308701,119,5735.279949
67.89144,115,5740.862917
63.87961,109,5746.124598
59.255211,124,5752.249655
74.511072,96,5756.944642
93.663675,94,5761.500045
80.360239,105,5766.602247
71.780298,91,5771.086893
96.589589,92,5775.570536
91.679647,98,5780.498384
34.894524,134,5786.802809
75.954468,104,5791.770172
92.403841,95,5796.230834
37.648158,128,5802.383163
97.099735,100,5807.148804
86.720109,115,5812.529264
71.631367,101,5817.423562
83.873911,92,5821.837068
94.224946,111,5827.166765
77.252221,104,5832.151339
83.672461,101,5837.134711
88.108476,92,5841.572664
70.423703,101,5846.47537
83.06252,108,5851.570534
83.265514,100,5856.357329
86.812796,87,5860.505327
77.35005,113,5865.879929
71.799681,122,5871.708538
61.315185,113,5877.176173
75.878992,117,5882.741804
83.410916,110,5887.898457
90.197735,103,5892.896809
88.212821,116,5898.541667
71.995361,108,5903.738975
80.159573,110,5908.928287
92.140593,101,5913.821439
38.1225,129,5919.947722
85.179738,93,5924.622376
74.134483,116,5930.074875
83.681772,95,5934.656149
93.935298,92,5939.234213
90.608801,117,5945.721042
75.371895,122,5951.697052
97.244193,107,5956.885247
86.760367,116,5962.686611
88.650254,102,5967.885183
83.553611,92,5972.311748
86.100482,101,5977.168357
78.179776,91,5981.562367
82.449229,111,5986.827695
84.220879,101,5991.641002
64.453993,118,5997.282519
86.822568,116,6002.833958
92.272017,109,6008.024499
77.871793,109,6013.220884
83.328459,105,6018.180877
94.569868,100,6022.902328
77.666096,116,6028.579597
60.154384,133,6034.897451
83.716905,105,6039.807647
84.935333,99,6044.55939
77.688014,108,6049.613986
75.558989,116,6055.219957
92.425522,109,6060.400342
92.473933,103,6065.32385
94.274041,89,6069.593521
77.543413,113,6075.02905
86.023635,88,6079.289109
85.609859,116,6084.809962
79.198256,109,6089.985934
73.451171,120,6095.70102
78.260209,109,6100.850608
85.561747,114,6106.300582
69.975692,117,6111.864228
83.441916,101,6116.689974
95.789437,108,6121.830684
93.35978,114,6127.389086
71.696265,117,6133.061437
93.432137,93,6137.64165
79.460929,103,6142.537116
72.865875,99,6147.170378
77.944036,106,6152.327114
90.028321,101,6157.165356
58.629946,127,6163.992728
81.07345,116,6171.01632
76.654798,111,6177.831833
77.417825,121,6184.701958
68.306442,125,6191.09674
80.837197,120,6197.238751
83.183987,118,6203.013547
77.441865,121,6209.039236
85.933317,100,6213.935701
86.518293,91,6218.314937
72.642748,121,6224.233519
81.857892,97,6229.117191
74.935384,115,6234.76494
77.995386,119,6240.560416
66.926184,117,6246.288335
88.147035,109,6252.007832
82.732883,108,6257.259475
85.159059,111,6262.623727
88.317577,107,6267.902887
92.254035,92,6272.426577
74.580891,114,6277.871058
66.259627,115,6283.480375
87.807156,104,6288.476876
88.631343,114,6293.928077
92.872372,91,6298.36488
82.650859,103,6303.304957
79.35591,106,6308.285263
91.960624,108,6313.529747
91.784429,87,6317.744047
91.644934,107,6323.031674
95.057268,93,6327.434016
86.80345,113,6332.891219
74.514058,119,6338.515703
80.750348,103,6343.464429
77.430313,113,6348.845515
92.18931,92,6353.217467
81.019893,108,6358.451486
91.648844,113,6363.955349
91.062079,92,6366.85115
91.557772,111,6370.118289
86.831861,116,6373.590955
81.899071,107,6376.84629
86.140789,117,6380.357208
87.974258,113,6385.828437
84.82524,106,6390.946631
91.124556,86,6395.049203
92.679259,88,6399.359241
80.966384,116,6404.830326
81.994696,123,6410.698658
77.26477,113,6416.131814
84.687344,113,6421.460913
71.781889,113,6426.936121
89.854713,104,6432.131687
85.919981,95,6436.801853
90.82177,99,6441.574768
88.702672,97,6446.189948
73.739982,126,6452.153334
79.716531,123,6458.679819
90.211244,89,6463.503374
77.035857,120,6470.077774
90.799695,116,6476.6768
81.878288,108,6484.510238
91.223666,107,6490.847343
89.350771,91,6495.472025
84.788474,94,6500.923055
93.531837,105,6507.850665
85.743019,102,6513.022913
87.703836,101,6517.844253
83.210967,102,6522.672247
93.159609,85,6526.786559
86.429136,93,6531.320096
96.266558,94,6536.480449
91.17953,115,6542.290182
81.357793,98,6547.192152
86.013088,103,6552.301724
88.912326,95,6556.93847
86.122637,95,6561.491311
78.829863,101,6566.595075
86.772799,97,6571.719177
98.650342,95,6578.113467
73.312493,105,6585.625084
69.931066,119,6593.654947
88.389752,93,6598.342876
83.017308,97,6603.225884
85.105451,97,6608.584728
83.695606,104,6615.651489
94.8114,97,6621.618534
81.49151,96,6626.619844
64.814075,94,6631.996215
91.172191,93,6637.21298
82.073705,124,6644.601798
72.183433,130,6651.542349
87.693636,98,6657.287029
88.932524,87,6663.428188
80.506719,108,6670.195066
77.485173,105,6677.033726
76.444162,110,6683.015693
82.584348,100,6688.417662
89.229655,115,6695.44726
83.939003,95,6700.20946
86.736653,90,6705.449838
86.14134,97,6711.372983
