#{"t_start": 1781810373.8271253, "env_id": "EPuckLidarParkingEnv-v0"}
r,l,t
-131.919815,13,8.394072
-172.021251,30,11.539882
-283.312464,109,19.206829
-234.242179,100,382.788391
-124.859471,19,383.985089
-121.265947,12,384.724155
30.224416,119,392.380866
-419.016839,141,403.419911
-144.884457,23,405.302468
-169.775745,24,407.289029
-142.111448,11,408.24843
-201.809124,39,411.504698
-120.420557,29,414.225513
-152.236335,38,417.18702
-326.794331,100,424.436907
